Server_ID,CPU_Usage_%,Memory_Usage_%,Disk_IO_MBps,Network_IO_MBps,Timestamp
S3-1073,6.77,81.65,19.38,65.89,2025-07-04 00:00:00
S3-1073,35.78,24.72,24.1,26.96,2025-07-05 00:00:00
S3-1073,63.03,39.49,31.51,73.88,2025-07-06 00:00:00
S3-1073,38.39,36.17,20.27,11.96,2025-07-07 00:00:00
AZU-1140,74.63,6.08,48.7,13.94,2025-07-01 00:00:00
AZU-1140,44.14,90.39,0.92,82.95,2025-07-02 00:00:00
AZU-1140,88.02,27.68,44.08,78.99,2025-07-03 00:00:00
AZU-1140,85.12,72.09,39.01,60.14,2025-07-04 00:00:00
AZU-1140,78.05,94.92,40.43,68.09,2025-07-05 00:00:00
AZU-1140,1.59,38.31,41.51,58.79,2025-07-06 00:00:00
AZU-1140,16.43,66.84,13.7,62.62,2025-07-07 00:00:00
S3-1098,8.28,27.35,47.6,7.57,2025-07-01 00:00:00
S3-1098,65.67,65.54,25.5,39.21,2025-07-02 00:00:00
S3-1098,67.2,88.76,30.24,88.18,2025-07-03 00:00:00
S3-1098,48.54,25.09,48.03,36.53,2025-07-04 00:00:00
S3-1098,36.7,28.95,38.1,23.41,2025-07-05 00:00:00
S3-1098,50.06,89.42,23.53,71.34,2025-07-06 00:00:00
S3-1098,36,78.56,44.99,63.83,2025-07-07 00:00:00
EC2-1172,21.03,21.07,47.23,33.79,2025-07-01 00:00:00
EC2-1172,29.03,27.49,25.41,41.09,2025-07-02 00:00:00
EC2-1172,7.21,47.3,17.26,8.99,2025-07-03 00:00:00
EC2-1172,21.46,28.38,26.16,8.29,2025-07-04 00:00:00
EC2-1172,11.08,30.75,41.22,66.62,2025-07-05 00:00:00
EC2-1172,63.8,11.99,35.09,98.4,2025-07-06 00:00:00
EC2-1172,82.53,6.43,1.25,41.48,2025-07-07 00:00:00
RDS-1096,47.76,53.85,22.73,8.43,2025-07-01 00:00:00
RDS-1096,33.27,19.1,47.01,10.8,2025-07-02 00:00:00
RDS-1096,66.37,54.65,3.39,0.88,2025-07-03 00:00:00
RDS-1096,18.53,58.8,24.98,71.17,2025-07-04 00:00:00
RDS-1096,79.64,54.47,32.43,44.27,2025-07-05 00:00:00
RDS-1096,59.36,6.58,35.51,89.88,2025-07-06 00:00:00
RDS-1096,5.45,32.37,30.5,18.7,2025-07-07 00:00:00
GOO-1169,82.48,78.55,1.95,87.15,2025-07-01 00:00:00
GOO-1169,24.64,38.51,37.48,42.02,2025-07-02 00:00:00
GOO-1169,61.63,72.84,7.58,82.14,2025-07-03 00:00:00
GOO-1169,55.43,44.2,0.67,80.42,2025-07-04 00:00:00
GOO-1169,49.33,30.96,3.34,91.51,2025-07-05 00:00:00
GOO-1169,32.69,69.62,2.65,80.63,2025-07-06 00:00:00
GOO-1169,38.82,64.69,21.52,56.74,2025-07-07 00:00:00
AZU-1097,34.54,10.42,3.35,82.16,2025-07-01 00:00:00
AZU-1097,55.6,71.59,37.94,93.16,2025-07-02 00:00:00
AZU-1097,76.52,84.34,24.34,62,2025-07-03 00:00:00
AZU-1097,64.99,22.4,9.25,96.16,2025-07-04 00:00:00
AZU-1097,55.68,32.12,9.92,95.98,2025-07-05 00:00:00
AZU-1097,55.56,83.27,0.34,33.95,2025-07-06 00:00:00
AZU-1097,22.07,10.92,11,98.75,2025-07-07 00:00:00
S3-1031,1.64,56.11,26.28,27.45,2025-07-01 00:00:00
S3-1031,50.31,27.53,10.41,71.28,2025-07-02 00:00:00
S3-1031,26.05,24.3,17.11,55.69,2025-07-03 00:00:00
S3-1031,36.38,75.84,8.53,97.86,2025-07-04 00:00:00
S3-1031,79.17,49.6,27.09,39.31,2025-07-05 00:00:00
S3-1031,18.71,64.46,46.9,99.87,2025-07-06 00:00:00
S3-1031,20.17,85.92,24.67,91.18,2025-07-07 00:00:00
AZU-1012,4.25,91.1,4.73,92.48,2025-07-01 00:00:00
AZU-1012,2.33,10.64,15.32,92.06,2025-07-02 00:00:00
AZU-1012,20.1,9.26,38.21,67.19,2025-07-03 00:00:00
AZU-1012,82.26,79.36,9.98,57.83,2025-07-04 00:00:00
AZU-1012,68.93,77.54,7.97,98.38,2025-07-05 00:00:00
AZU-1012,64.7,46.47,0.34,5.7,2025-07-06 00:00:00
AZU-1012,47.27,48.3,37.61,68.05,2025-07-07 00:00:00
AZU-1035,17.21,81.35,42.16,51.38,2025-07-01 00:00:00
AZU-1035,80.89,60.84,7.47,82.29,2025-07-02 00:00:00
AZU-1035,21.48,29.61,21.46,81.8,2025-07-03 00:00:00
AZU-1035,72.98,32.5,40.39,55.21,2025-07-04 00:00:00
AZU-1035,46.09,26.32,30.39,84.41,2025-07-05 00:00:00
AZU-1035,54.36,79.7,0.94,55.66,2025-07-06 00:00:00
AZU-1035,88.96,20.66,5.65,36.54,2025-07-07 00:00:00
AZU-1119,14.81,34.92,40.62,93.91,2025-07-01 00:00:00
AZU-1119,11.59,40.79,21.99,11.89,2025-07-02 00:00:00
AZU-1119,49.17,93.66,41.14,15.82,2025-07-03 00:00:00
AZU-1119,59.7,56.87,46.29,67.36,2025-07-04 00:00:00
AZU-1119,31.11,19.41,29.62,48.32,2025-07-05 00:00:00
AZU-1119,79.56,18.55,40.37,48.42,2025-07-06 00:00:00
AZU-1119,35.08,90.28,3.04,57.65,2025-07-07 00:00:00
GOO-1042,82.22,19.53,20.55,40.21,2025-07-01 00:00:00
GOO-1042,7.97,21.69,6.12,55.85,2025-07-02 00:00:00
GOO-1042,60.6,28.23,16.34,44.72,2025-07-03 00:00:00
GOO-1042,45.05,49.37,21.72,69.96,2025-07-04 00:00:00
GOO-1042,58.46,72.29,45.76,91.22,2025-07-05 00:00:00
GOO-1042,88.65,56.26,48.06,50.74,2025-07-06 00:00:00
GOO-1042,29.14,27.9,7.26,4.78,2025-07-07 00:00:00
AZU-1189,20.07,69.75,10.1,16.96,2025-07-01 00:00:00
AZU-1189,53.05,88.47,17.96,90.59,2025-07-02 00:00:00
AZU-1189,45.48,44.82,41.48,71.56,2025-07-03 00:00:00
AZU-1189,57.49,91.75,25.73,72.25,2025-07-04 00:00:00
AZU-1189,31.32,12.67,47.74,83.27,2025-07-05 00:00:00
AZU-1189,73.56,24.38,21.97,45.65,2025-07-06 00:00:00
AZU-1189,37.98,57.31,8.12,52.27,2025-07-07 00:00:00
GOO-1090,54.83,12.11,11.18,57.24,2025-07-01 00:00:00
GOO-1090,55.61,84.11,49.59,21.06,2025-07-02 00:00:00
GOO-1090,33.46,65.4,5.85,99.09,2025-07-03 00:00:00
GOO-1090,61.93,90.8,11.27,8.32,2025-07-04 00:00:00
GOO-1090,74.88,86.57,0.34,43.26,2025-07-05 00:00:00
GOO-1090,18,87.26,40.8,44.26,2025-07-06 00:00:00
GOO-1090,53.66,17.57,24.72,49.86,2025-07-07 00:00:00
EC2-1136,25.45,80.16,17.01,98.99,2025-07-01 00:00:00
EC2-1136,75.59,59.58,22.78,20.89,2025-07-02 00:00:00
EC2-1136,2.27,40.18,48.95,56.31,2025-07-03 00:00:00
EC2-1136,47.19,58.1,13.87,15.42,2025-07-04 00:00:00
EC2-1136,47.95,66.62,37.09,1.78,2025-07-05 00:00:00
EC2-1136,58.87,22.61,3.4,78.73,2025-07-06 00:00:00
EC2-1136,88.48,77.69,39.1,67.67,2025-07-07 00:00:00
S3-1051,5.35,46.2,13.34,69,2025-07-01 00:00:00
S3-1051,18.11,36.23,38.82,15.33,2025-07-02 00:00:00
S3-1051,1.55,77.64,45.9,56.56,2025-07-03 00:00:00
S3-1051,82.02,71.61,23.54,46.94,2025-07-04 00:00:00
S3-1051,32.37,80.6,30.17,13.93,2025-07-05 00:00:00
S3-1051,78.85,5.65,1.72,54.32,2025-07-06 00:00:00
S3-1051,70.39,18.14,2.45,95.35,2025-07-07 00:00:00
AZU-1127,45.92,47.9,29.23,20.42,2025-07-01 00:00:00
AZU-1127,21.59,27.57,41.2,75.36,2025-07-02 00:00:00
AZU-1127,81.19,85.86,12.75,30.41,2025-07-03 00:00:00
AZU-1127,4.19,23.99,29.12,39.61,2025-07-04 00:00:00
AZU-1127,31.31,65.56,32.55,85.02,2025-07-05 00:00:00
AZU-1127,28.64,48.78,27.78,7.26,2025-07-06 00:00:00
AZU-1127,26.36,15.19,38.03,58.46,2025-07-07 00:00:00
S3-1162,66.65,8.33,42.1,73.59,2025-07-01 00:00:00
S3-1162,82.98,94.03,25.37,61.7,2025-07-02 00:00:00
S3-1162,76.15,5.86,2.3,85.89,2025-07-03 00:00:00
S3-1162,30.31,30.42,20.82,71.31,2025-07-04 00:00:00
S3-1162,31.62,50.04,22.12,90.23,2025-07-05 00:00:00
S3-1162,18.12,7.37,33.58,50.15,2025-07-06 00:00:00
S3-1162,47.86,46.06,40.13,96.47,2025-07-07 00:00:00
EC2-1041,27.05,25.43,22.44,44.6,2025-07-01 00:00:00
EC2-1041,32.97,20.03,19.6,43.82,2025-07-02 00:00:00
EC2-1041,58.55,82.92,31.38,58.12,2025-07-03 00:00:00
EC2-1041,16.42,39.94,42.35,51.44,2025-07-04 00:00:00
EC2-1041,3.18,7.08,33.91,68.52,2025-07-05 00:00:00
EC2-1041,19.56,20.63,1.66,70.02,2025-07-06 00:00:00
EC2-1041,71.88,73.42,3.13,18.84,2025-07-07 00:00:00
RDS-1118,73.62,65.27,2.54,22.84,2025-07-01 00:00:00
RDS-1118,65.29,88.1,42.46,4.97,2025-07-02 00:00:00
RDS-1118,35.78,41.65,13.09,27.52,2025-07-03 00:00:00
RDS-1118,31.19,40.19,46.23,81.85,2025-07-04 00:00:00
RDS-1118,89.36,63.46,47.57,20.89,2025-07-05 00:00:00
RDS-1118,30.32,86.16,30.27,37.04,2025-07-06 00:00:00
RDS-1118,20.54,26.19,7.22,23.96,2025-07-07 00:00:00
EC2-1113,35.47,88.15,21.56,56.3,2025-07-01 00:00:00
EC2-1113,19.19,87.81,42.1,94.38,2025-07-02 00:00:00
EC2-1113,84.45,24.81,26.87,10.24,2025-07-03 00:00:00
EC2-1113,63.88,27.26,22.92,87,2025-07-04 00:00:00
EC2-1113,64.88,37.42,7.26,32.12,2025-07-05 00:00:00
EC2-1113,19.58,26.8,1.5,75.16,2025-07-06 00:00:00
EC2-1113,46.93,76.26,48.92,93.82,2025-07-07 00:00:00
RDS-1026,38.04,44.1,40.43,13.29,2025-07-01 00:00:00
RDS-1026,21.16,85.17,20.48,8.22,2025-07-02 00:00:00
RDS-1026,15.2,59.61,47.04,84.91,2025-07-03 00:00:00
RDS-1026,47.74,49.27,20.42,76.37,2025-07-04 00:00:00
RDS-1026,27.96,37.27,40.48,54.2,2025-07-05 00:00:00
RDS-1026,19.73,19.96,28.06,24.23,2025-07-06 00:00:00
RDS-1026,83.57,31.92,40.85,72.27,2025-07-07 00:00:00
GOO-1139,81,25.65,36.12,68.42,2025-07-01 00:00:00
GOO-1139,51.1,89.48,12.51,13.15,2025-07-02 00:00:00
GOO-1139,58.57,57.63,12.63,38.04,2025-07-03 00:00:00
GOO-1139,71.37,27.44,44.95,83.78,2025-07-04 00:00:00
GOO-1139,31.12,79.89,39.32,51.47,2025-07-05 00:00:00
GOO-1139,39.83,18.81,18.8,78.39,2025-07-06 00:00:00
GOO-1139,1.88,6.12,49,65.27,2025-07-07 00:00:00
AZU-1100,37.8,6.52,38.77,16.66,2025-07-01 00:00:00
AZU-1100,5.62,74.61,16.64,73.34,2025-07-02 00:00:00
AZU-1100,39.99,9.93,29.89,67.84,2025-07-03 00:00:00
AZU-1100,77.97,92.84,12.11,69.81,2025-07-04 00:00:00
AZU-1100,85.1,13.94,3.8,6.21,2025-07-05 00:00:00
AZU-1100,48.06,5.59,20.87,36.64,2025-07-06 00:00:00
AZU-1100,12.8,41.52,28.39,49.2,2025-07-07 00:00:00
EC2-1111,57.57,78.63,9.57,23.7,2025-07-01 00:00:00
EC2-1111,3.59,56.72,7.49,90.55,2025-07-02 00:00:00
EC2-1111,11.53,82.82,31.22,42.49,2025-07-03 00:00:00
EC2-1111,1.99,46.9,17.41,16.08,2025-07-04 00:00:00
EC2-1111,46.58,22.83,21.73,32.14,2025-07-05 00:00:00
EC2-1111,27.02,76.26,25.73,86.2,2025-07-06 00:00:00
EC2-1111,30.97,33.11,46.34,94.92,2025-07-07 00:00:00
S3-1002,54.86,34.31,45.35,49.27,2025-07-01 00:00:00
S3-1002,28.88,7.21,33.92,58.81,2025-07-02 00:00:00
S3-1002,5.18,24.79,32,24.75,2025-07-03 00:00:00
S3-1002,38.32,47.77,28.92,1.36,2025-07-04 00:00:00
S3-1002,71.13,19.12,27.98,76.48,2025-07-05 00:00:00
S3-1002,45.07,28.07,47.04,76.08,2025-07-06 00:00:00
S3-1002,3.78,30.4,3.65,90.27,2025-07-07 00:00:00
RDS-1077,59.79,70.12,36.1,75.02,2025-07-01 00:00:00
RDS-1077,58.69,45.94,27.47,53.61,2025-07-02 00:00:00
RDS-1077,4.8,82.28,47.52,51.91,2025-07-03 00:00:00
RDS-1077,68.93,38.16,17.37,58.18,2025-07-04 00:00:00
RDS-1077,83.43,18.27,0.51,37.19,2025-07-05 00:00:00
RDS-1077,71.83,56.76,3.31,90.12,2025-07-06 00:00:00
RDS-1077,66.48,84.29,10.26,45.54,2025-07-07 00:00:00
EC2-1046,15.48,16.66,38.42,2.96,2025-07-01 00:00:00
EC2-1046,34.6,69.71,48.35,26.31,2025-07-02 00:00:00
EC2-1046,17.84,10.96,41.87,61.41,2025-07-03 00:00:00
EC2-1046,8.73,36.3,15.66,21.09,2025-07-04 00:00:00
EC2-1046,40.19,56.78,21.35,58.57,2025-07-05 00:00:00
EC2-1046,24.84,67.58,25.48,67.86,2025-07-06 00:00:00
EC2-1046,72.15,62.12,0.89,12.54,2025-07-07 00:00:00
EC2-1187,65.82,84.51,39.85,92.83,2025-07-01 00:00:00
EC2-1187,66.39,57.67,6.63,51.46,2025-07-02 00:00:00
EC2-1187,73.75,36.66,32.79,25.57,2025-07-03 00:00:00
EC2-1187,5.19,84.2,37.23,7.01,2025-07-04 00:00:00
EC2-1187,65.01,77.92,48.79,79.17,2025-07-05 00:00:00
EC2-1187,50.37,45.78,35.01,3.37,2025-07-06 00:00:00
EC2-1187,59.8,28.16,45.18,55.58,2025-07-07 00:00:00
AZU-1191,67.26,86.87,14.49,17.35,2025-07-01 00:00:00
AZU-1191,19.95,93.05,4.77,79.95,2025-07-02 00:00:00
AZU-1191,40.2,72.53,27.55,88.84,2025-07-03 00:00:00
AZU-1191,8.66,67.19,14.09,24.38,2025-07-04 00:00:00
AZU-1191,60.43,17.89,20.99,90.16,2025-07-05 00:00:00
AZU-1191,83.67,20.29,10.51,72.34,2025-07-06 00:00:00
AZU-1191,89.17,61.2,47,51.4,2025-07-07 00:00:00
AZU-1085,14.89,77.39,23.66,20.26,2025-07-01 00:00:00
AZU-1085,30.5,75.25,21.89,65.17,2025-07-02 00:00:00
AZU-1085,61.63,27.03,36.74,39.69,2025-07-03 00:00:00
AZU-1085,38.24,75.4,44.08,31.22,2025-07-04 00:00:00
AZU-1085,72.6,34.79,25.63,70.73,2025-07-05 00:00:00
AZU-1085,44.15,68.35,21.53,40.28,2025-07-06 00:00:00
AZU-1085,23.44,12.38,10.99,24.61,2025-07-07 00:00:00
AZU-1161,3.56,44.18,29.03,2.11,2025-07-01 00:00:00
AZU-1161,38.37,75.65,44.63,53.98,2025-07-02 00:00:00
AZU-1161,8.31,53.79,28.03,29.18,2025-07-03 00:00:00
AZU-1161,42.73,55.13,4.57,76.31,2025-07-04 00:00:00
AZU-1161,81.44,89.3,35.53,29.36,2025-07-05 00:00:00
AZU-1161,55.03,69.23,31.92,19.55,2025-07-06 00:00:00
AZU-1161,59.53,74.73,23.79,72.98,2025-07-07 00:00:00
RDS-1036,7.36,70.99,49.54,82.12,2025-07-01 00:00:00
RDS-1036,60.08,83.32,41.65,84.74,2025-07-02 00:00:00
RDS-1036,12.72,48.15,23.77,86.44,2025-07-03 00:00:00
RDS-1036,70.21,67.01,1.81,8.1,2025-07-04 00:00:00
RDS-1036,85.86,36.81,42.5,68.24,2025-07-05 00:00:00
RDS-1036,59.23,86.75,47.96,2.76,2025-07-06 00:00:00
RDS-1036,81.52,89.02,24.29,21.81,2025-07-07 00:00:00
EC2-1190,44.68,40.57,2.24,24.83,2025-07-01 00:00:00
EC2-1190,83.18,50.55,9.24,82.33,2025-07-02 00:00:00
EC2-1190,69.82,58.51,24.51,70.56,2025-07-03 00:00:00
EC2-1190,41.77,36.41,2.49,14.63,2025-07-04 00:00:00
EC2-1190,19.76,28.45,33.35,91.42,2025-07-05 00:00:00
EC2-1190,23.9,91.01,9.11,52.41,2025-07-06 00:00:00
EC2-1190,60.01,7.38,25.2,22.18,2025-07-07 00:00:00
AZU-1061,23.38,94.89,1.77,61.65,2025-07-01 00:00:00
AZU-1061,34.42,17.04,19.97,97.12,2025-07-02 00:00:00
AZU-1061,31.26,51.16,45.38,74.85,2025-07-03 00:00:00
AZU-1061,75.59,38.8,47.17,25.69,2025-07-04 00:00:00
AZU-1061,9.66,67.78,49.53,68.21,2025-07-05 00:00:00
AZU-1061,18.13,70.13,44.38,7.81,2025-07-06 00:00:00
AZU-1061,75.14,67.05,11.86,99.69,2025-07-07 00:00:00
RDS-1022,19.85,50.67,41.06,19.33,2025-07-01 00:00:00
RDS-1022,23.7,51.2,35.74,84.07,2025-07-02 00:00:00
RDS-1022,45.62,7.09,1.22,9.63,2025-07-03 00:00:00
RDS-1022,25.38,58.68,9.66,42.5,2025-07-04 00:00:00
RDS-1022,76.43,6.39,39.87,44.01,2025-07-05 00:00:00
RDS-1022,64.35,91.59,3.5,97.92,2025-07-06 00:00:00
RDS-1022,79.74,50.93,30.65,39.15,2025-07-07 00:00:00
GOO-1141,50.1,90.26,5.73,10.86,2025-07-01 00:00:00
GOO-1141,84.77,35.98,42.18,64.98,2025-07-02 00:00:00
GOO-1141,33.47,19.02,44.46,6.82,2025-07-03 00:00:00
GOO-1141,12.09,39.45,17.08,88.09,2025-07-04 00:00:00
GOO-1141,14.72,57.4,14.28,32.1,2025-07-05 00:00:00
GOO-1141,18.15,89.63,10.81,62.11,2025-07-06 00:00:00
GOO-1141,10.53,67.37,18.91,66.73,2025-07-07 00:00:00
AZU-1101,26.93,94.11,35.83,72.12,2025-07-01 00:00:00
AZU-1101,58.77,78.02,44.2,84.95,2025-07-02 00:00:00
AZU-1101,7.86,68.19,30.44,76.56,2025-07-03 00:00:00
AZU-1101,74.83,35.56,9.89,47.17,2025-07-04 00:00:00
AZU-1101,44.7,13.1,1.13,41.97,2025-07-05 00:00:00
AZU-1101,49.51,39.55,36.03,76.82,2025-07-06 00:00:00
AZU-1101,72.86,79.19,28.24,25.08,2025-07-07 00:00:00
S3-1033,17.29,37.62,41.68,0.38,2025-07-01 00:00:00
S3-1033,42.16,37.59,37.81,48.26,2025-07-02 00:00:00
S3-1033,35.75,63.26,22.4,20.84,2025-07-03 00:00:00
S3-1033,25.23,6.89,43.48,33.24,2025-07-04 00:00:00
S3-1033,66.76,39.68,23.42,12.38,2025-07-05 00:00:00
S3-1033,80.45,59.73,5.16,37.26,2025-07-06 00:00:00
S3-1033,72.16,59.07,27.81,52.25,2025-07-07 00:00:00
RDS-1011,69.95,23.1,49.01,98.26,2025-07-01 00:00:00
RDS-1011,53.56,89.74,44.6,99.39,2025-07-02 00:00:00
RDS-1011,32.24,19.3,31.35,66.5,2025-07-03 00:00:00
RDS-1011,50.31,67.26,44,97.24,2025-07-04 00:00:00
RDS-1011,9.27,51.38,42.02,33.22,2025-07-05 00:00:00
RDS-1011,50.41,86.65,37.21,93,2025-07-06 00:00:00
RDS-1011,49.95,62.98,33.87,82.76,2025-07-07 00:00:00
GOO-1194,38.38,77.49,17.14,7.71,2025-07-01 00:00:00
GOO-1194,3.02,67.44,17.35,40.38,2025-07-02 00:00:00
GOO-1194,85.15,34.52,25.42,5.09,2025-07-03 00:00:00
GOO-1194,52.88,80.42,44.81,32.25,2025-07-04 00:00:00
GOO-1194,7.35,57.92,43.67,10.33,2025-07-05 00:00:00
GOO-1194,27.22,88.5,48.4,31.99,2025-07-06 00:00:00
GOO-1194,65.01,93.55,42.53,35.45,2025-07-07 00:00:00
RDS-1159,23.99,29.58,22.82,38.61,2025-07-01 00:00:00
RDS-1159,2.19,40.83,34.59,49.54,2025-07-02 00:00:00
RDS-1159,55.05,57.51,21.41,29.94,2025-07-03 00:00:00
RDS-1159,35.1,17.19,29.41,83.11,2025-07-04 00:00:00
RDS-1159,47.37,74.24,11.92,93.28,2025-07-05 00:00:00
RDS-1159,2.97,58.68,27.08,98.5,2025-07-06 00:00:00
RDS-1159,15.71,45.69,33.52,48.86,2025-07-07 00:00:00
S3-1006,65.54,72.6,43.74,4.55,2025-07-01 00:00:00
S3-1006,46.84,87.66,11.66,44.82,2025-07-02 00:00:00
S3-1006,80.01,90.17,5.17,4.3,2025-07-03 00:00:00
S3-1006,7.63,5.92,35.07,79.42,2025-07-04 00:00:00
S3-1006,6.9,52.36,20.94,86.42,2025-07-05 00:00:00
S3-1006,9.39,42.15,2.15,89.2,2025-07-06 00:00:00
S3-1006,18.84,30.17,18.1,74.91,2025-07-07 00:00:00
GOO-1027,80.25,78.7,41.51,1.02,2025-07-01 00:00:00
GOO-1027,52.51,62.44,22.53,49.44,2025-07-02 00:00:00
GOO-1027,29.84,35.23,2.06,58.75,2025-07-03 00:00:00
GOO-1027,68.15,61.9,17.13,17.32,2025-07-04 00:00:00
GOO-1027,68.82,30.87,27.91,88.02,2025-07-05 00:00:00
GOO-1027,54.17,63.37,3.81,83.1,2025-07-06 00:00:00
GOO-1027,69.01,11.1,34.17,66.56,2025-07-07 00:00:00
RDS-1120,21.82,25.47,44.44,66.89,2025-07-01 00:00:00
RDS-1120,61.92,73.01,8.78,42.52,2025-07-02 00:00:00
RDS-1120,42.45,67.91,43.58,84.6,2025-07-03 00:00:00
RDS-1120,88.97,85.05,23.7,14.21,2025-07-04 00:00:00
RDS-1120,69.24,54.28,6.83,86.83,2025-07-05 00:00:00
RDS-1120,68.21,70.56,23.9,39.69,2025-07-06 00:00:00
RDS-1120,42.02,40.99,11.88,43.01,2025-07-07 00:00:00
